Order ID,Customer ID,Customer Email,Order Date,Region,Sales Channel,Customer Segment,Category,Product,Units,Unit Price ,Discount,Revenue,Cost,Returned
ORD-104751,CUST-11634,oakley.bianchi1633@example.com,"Dec 26, 2024",South,Online,Small Business,Electronics,Laptop Pro 14,2,1327.56,5%,2522.36,2045.42,No
ORD-103990,CUST-11186,frankie.vasquez1185@example.com,2024-09-05,East,Online,Small Business,Furniture,Standing Desk,1,534.91,0%,534.91,319.69,Yes
ORD-101127,CUST-10179,tatum.iversen178@example.com,2023-03-03,East,Wholesale,Consumer,Electronics,Laptop Pro 14,15,1341.07,15%,"$17,098.64",15667.93,No
ORD-100351,CUST-10004,devon.adeyemi3@example.com,2022-09-23,East,Online,Small Business,Home & Kitchen,Chef Knife Set,1,89.85,15%,$76.37,52.3,Yes
ORD-102804,CUST-10868,indigo.dubois867@example.com,2024-01-18,West,Retail Store,Small Business,Electronics,Smart Watch,2,254.73,10%,$458.51,398.72,No
ORD-102020,CUST-10671,linden.nakamura670@example.com,2023-09-11,East,Online,Small Business,Home & Kitchen,Air Fryer,1,140.46,0%,140.46,81.89,No
ORD-103072,CUST-10845,ellis.castillo844@example.com,2024-03-21,South,Retail Store,N/A,Furniture,Standing Desk,1,564.55,5%,536.32,289.3,No
ORD-103962,CUST-11297,rowan.eriksen1296@example.com,2024-09-01,west,Online,Consumer,Office Supplies,Desk Organizer,14,36.12,0%,$505.68,221.2,No
ORD-102378,CUST-10639,tatum.lindqvist638@example.com,2023-11-15,South,Wholesale,Consumer,Home & Kitchen,Air Fryer,12,143.53,10%,"$1,550.12",952.55,No
ORD-102747,CUST-10848,indigo.castillo847@example.com,2024-01-05,East,Online,Enterprise,Electronics,Laptop Pro 14,1,1318.9,5%,1252.95,1024.85,No
ORD-100133,CUST-10014,oakley.adeyemi13@example.com,2022-08-04,West,Retail Store,Consumer,Electronics,4K Monitor,3,415.91,5%,"$1,185.34",876.92,Yes
ORD-102707,CUST-10508,indigo.fontaine507@example.com,2023-12-29,East,Retail Store,Small Business,Office Supplies,Gel Pen Set,4,11.75,5%,44.65,22.37,No
ORD-101045,CUST-10292,marlow.okafor291@example.com,2023-02-08,South,Retail Store,Consumer,Furniture,Ergo Office Chair,3,294.22,10%,$794.39,453.57,No
ORD-103541,CUST-11085,ellis.okafor1084@example.com,2024-06-22,West,Retail Store,Consumer,Electronics,Wireless Earbuds,1,133.44,10%,120.10,102.53,No
ORD-103675,CUST-11106,frankie.pereira1105@example.com,2024-07-12,west,Retail Store,Consumer,Furniture,Ergo Office Chair,3,306.44,0%,919.32,482.19,No
ORD-100534,CUST-10100,wren.eriksen99@example.com,2022-11-05,West,Online,Consumer,Electronics,4K Monitor,1,379.68,0%,379.68,308.88,No
ORD-100743,CUST-10132,marlow.gallagher131@example.com,2022-12-09,West,Retail Store,Small Business,Electronics,Wireless Earbuds,3,125.76,5%,358.42,301.76,No
ORD-101019,CUST-10281,avery.okafor280@example.com,2023-01-31,East,Retail Store,Enterprise,Home & Kitchen,Espresso Machine,1,445.51,0%,445.51,259.6,No
ORD-102907,CUST-10893,noor.eriksen892@example.com,2024-02-12,West,Online,Small Business,Electronics,Smart Watch,4,234.34,5%,890.49,765.41,No
ORD-102836,CUST-10839,tatum.bianchi838@example.com,2024-01-29,West,Online,Consumer,Home & Kitchen,Air Fryer,1,139.31,10%,125.38,77.38,No
ORD-103728,CUST-11219,tatum.adeyemi1218@example.com,2024-07-21,West,Online,Consumer,Electronics,4K Monitor,1,388.72,10%,$349.85,302.76,No
ORD-102237,CUST-10748,indigo.sandoval747@example.com,2023-10-25, East ,Online,Consumer,Home & Kitchen,Espresso Machine,4,462.28,5%,1756.66,1078.26,No
ORD-103149,CUST-10999,tatum.jensen998@example.com,"Apr 06, 2024",East,Online,Consumer,Home & Kitchen,Chef Knife Set,2,90.49,5%,$171.93,105.07,No
ORD-100427,CUST-10147,harper.haddad146@example.com,2022-10-15,South,Online,Small Business,Office Supplies,Gel Pen Set,14,12.24,15%,$145.66,80.37,No
ORD-100469,CUST-10161,avery.iversen160@example.com,2022-10-23,North,Retail Store,Small Business,Office Supplies,Desk Organizer,18,37.72,10%,611.06,286.12,No
ORD-102965,CUST-10977,rowan.iversen976@example.com,2024-02-27,south,Online,Small Business,Furniture,Bookshelf,3,162.29,10%,438.18,285.57,No
ORD-101422,CUST-10450,kai.castillo449@example.com,"May 06, 2023",East,Online,Consumer,Home & Kitchen,Chef Knife Set,3,85.91,0%,257.73,163.74,No
ORD-100498,CUST-10138,sasha.gallagher137@example.com,2022-10-30,East,Wholesale,Consumer,Office Supplies,Desk Organizer,80,36.39,5%,2765.64,1274.77,No
ORD-102370,CUST-10755,peyton.sandoval754@example.com,2023-11-13,South,Retail Store,Consumer,Electronics,4K Monitor,1,359.11,10%,$323.20,289.79,No
ORD-100415,CUST-10127,harper.gallagher126@example.com,"Oct 12, 2022",North,Online,Consumer,Office Supplies,Premium Notebook Pack,8,24.68,0%,197.44,85.47,No
ORD-101730,CUST-10447,harper.castillo446@example.com,2023-07-06,South,Retail Store,Small Business,Office Supplies,Gel Pen Set,8,12.34,5%,93.78,42.86,No
ORD-100658,CUST-10052,marlow.castillo51@example.com,2022-11-25,West,Retail Store,Consumer,Electronics,Laptop Pro 14,3,1307.57,0%,"$3,922.71",3080.03,No
ORD-104506,CUST-11212,marlow.adeyemi1211@example.com,"Nov 25, 2024",South,Retail Store,Small Business,Home & Kitchen,Chef Knife Set,1,91.22,10%,82.10,52.98,No
ORD-103372,CUST-11001,avery.kowalski1000@example.com,2024-05-20,West,Retail Store,Consumer,Furniture,Ergo Office Chair,3,280.95,5%,$800.71,479.22,No
ORD-102963,CUST-10886,frankie.eriksen885@example.com,2024-02-27,North,Online,Consumer,Furniture,Standing Desk,3,577.63,0%,1732.89,963.24,No
ORD-100417,CUST-10128,indigo.gallagher127@example.com,2022-10-13,West,Wholesale,Consumer,Office Supplies,Desk Organizer,56,35.71,15%,1699.80,919.23,No
ORD-102535,CUST-10684,devon.okafor683@example.com,2023-12-05,East,Retail Store,Enterprise,Electronics,Smart Watch,1,263.32,0%,263.32,192.95,No
ORD-102961,CUST-10740,wren.rossi739@example.com,2024-02-27,South,Wholesale,Small Business,Office Supplies,Desk Organizer,24,34.78,15%,709.51,350.09,No
ORD-103319,CUST-11060,wren.moreau1059@example.com,2024-05-07,East,Wholesale,,Office Supplies,Gel Pen Set,119,12.6,20%,1199.52,608.52,No
ORD-100832,CUST-10194,oakley.jensen193@example.com,2022-12-21,West,Online,Enterprise,Home & Kitchen,Chef Knife Set,2,88.97,0%,177.94,103.61,No
ORD-102230,CUST-10730,kai.rossi729@example.com,2023-10-23,North,Online,Consumer,Office Supplies,Desk Organizer,10,36.37,5%,345.51,151.31,No
ORD-100678,CUST-10129,jules.gallagher128@example.com,2022-11-28,North,Online,Small Business,Electronics,Smart Watch,4,241.92,0%,967.68,774.1,No
ORD-104527,CUST-11385,ellis.jensen1384@example.com,2024-11-28,West,Retail Store,Enterprise,Home & Kitchen,Chef Knife Set,2,94.63,5%,$179.80,109.81,No
ORD-103320,CUST-11022,blair.lindqvist1021@example.com,2024-05-07,East,Retail Store,Small Business,Office Supplies,Gel Pen Set,3,12.06,10%,32.56,15.94,No
ORD-103872,CUST-11249,jules.castillo1248@example.com,2024-08-14,North,Online,Consumer,Office Supplies,Gel Pen Set,20,11.85,5%,$225.15,101.19,No
ORD-103498,CUST-11146,frankie.sandoval1145@example.com,2024-06-13,North,Online,Consumer,Home & Kitchen,Air Fryer,2,134.12,0%,268.24,163.36,Yes
ORD-101955,CUST-10610,kai.kowalski609@example.com,"Aug 28, 2023",West,Retail Store,Consumer,Electronics,4K Monitor,3,371.25,10%,1002.38,932.36,No
ORD-100288,CUST-10085,ellis.eriksen84@example.com,2022-09-09,South,Retail Store,Consumer,Home & Kitchen,Chef Knife Set,2,86.61,0%,173.22,109.62,No
ORD-100857,CUST-10120,wren.fontaine119@example.com,2022-12-25,East,Online,Consumer,Office Supplies,Premium Notebook Pack,17,24.17,0%,$410.89,179.65,No
ORD-104223,CUST-11341,avery.haddad1340@example.com,2024-10-16,West,Online,Small Business,Electronics,Wireless Earbuds,3,137.12,5%,390.79,288.66,No
ORD-100603,CUST-10198,sasha.jensen197@example.com,2022-11-16,West,Retail Store,Consumer,Office Supplies,Gel Pen Set,2,10.95,5%,$20.80,10.5,No
ORD-100158,CUST-10051,linden.castillo50@example.com,2022-08-09,South,Retail Store,Consumer,Furniture,Bookshelf,2,150.41,0%,300.82,176.12,No
ORD-102536,CUST-10748,indigo.sandoval747@example.com,2023-12-05,South,Retail Store,Consumer,Home & Kitchen,Espresso Machine,4,444.72,5%,1689.94,1109.3,No
ORD-100249,CUST-10008,indigo.adeyemi7@example.com,"Aug 30, 2022",East,Online,Small Business,Office Supplies,Premium Notebook Pack,3,24.49,0%,73.47,31.25,No
ORD-102496,CUST-10780,wren.takahashi779@example.com,2023-11-30,West,Retail Store,Consumer,Office Supplies,Premium Notebook Pack,19,24.03,0%,$456.57,199.92,No
ORD-103690,CUST-11106,frankie.pereira1105@example.com,2024-07-15,West,Online,Small Business,Furniture,Bookshelf,1,150.28,10%,$135.25,85.06,No
ORD-102911,CUST-10109,jules.fontaine108@example.com,2024-02-13,East,Online,Consumer,Electronics,Laptop Pro 14,3,1305.76,0%,"$3,917.28",3044.86,No
ORD-103938,CUST-11188,indigo.vasquez1187@example.com,"Aug 28, 2024",West,Online,Enterprise,Electronics,4K Monitor,3,391.59,20%,$939.82,918.28,No
ORD-104676,CUST-11508,indigo.pereira1507@example.com,2024-12-18,South,Wholesale,Small Business,Office Supplies,Gel Pen Set,42,12.62,0%,530.04,218.99,No
ORD-100013,CUST-10002,blair.adeyemi1@example.com,2022-07-03,West,Wholesale,Enterprise,Electronics,Wireless Earbuds,18,130.56,15%,1997.57,1819.19,No
ORD-103665,CUST-11135,peyton.rossi1134@example.com,2024-07-11,North,Wholesale,Enterprise,Furniture,Ergo Office Chair,12,290.61,20%,"$2,789.86",1794.17,No
ORD-103876,CUST-11303,casey.fontaine1302@example.com,"Aug 15, 2024",South,Retail Store,Consumer,Furniture,Ergo Office Chair,2,296.78,20%,474.85,329.94,No
ORD-103469,CUST-11133,noor.rossi1132@example.com,2024-06-08,South,Retail Store,Consumer,Office Supplies,Premium Notebook Pack,4,24.13,5%,91.69,42.5,No
ORD-101624,CUST-10488,indigo.eriksen487@example.com,2023-06-16,West,Retail Store,Consumer,Furniture,Ergo Office Chair,2,273.09,5%,518.87,331.06,No
ORD-100965,CUST-10188,indigo.jensen187@example.com,2023-01-18,West,Retail Store,Enterprise,Electronics,Wireless Earbuds,3,135.6,10%,$366.12,306.11,No
ORD-100531,CUST-10175,peyton.iversen174@example.com,2022-11-04,West,Online,Small Business,Electronics,Laptop Pro 14,3,1313.47,0%,"$3,940.41",2960.87,No
ORD-101259,CUST-10160,wren.haddad159@example.com,2023-04-01,East,Online,Small Business,Office Supplies,Desk Organizer,3,37.59,5%,107.13,48.59,No
ORD-100813,CUST-10236,quinn.lindqvist235@example.com,2022-12-18,West,Retail Store,Consumer,Home & Kitchen,Espresso Machine,3,455.92,0%,"$1,367.76",820.32,No
ORD-101850,CUST-10544,devon.haddad543@example.com,2023-08-04,North,Online,Consumer,Home & Kitchen,Espresso Machine,3,445.64,0%,1336.92,811.45,No
ORD-100842,CUST-10176,quinn.iversen175@example.com,2022-12-23,North,Retail Store,Small Business,Home & Kitchen,Espresso Machine,4,418.78,0%,1675.12,1048.69,No
ORD-100091,CUST-10008,indigo.adeyemi7@example.com,2022-07-24,South,Retail Store,Enterprise,Electronics,4K Monitor,1,388.11,0%,388.11,302.88,No
ORD-103732,CUST-11178,sasha.takahashi1177@example.com,2024-07-22,West,Retail Store,Consumer,Office Supplies,Desk Organizer,12,35.22,5%,401.51,183.66,No
ORD-102224,CUST-10741,avery.sandoval740@example.com,2023-10-22,East,Online,Small Business,Electronics,Smart Watch,1,250.04,0%,$250.04,192.01,No
ORD-102599,CUST-10773,noor.takahashi772@example.com,2023-12-13,South,Online,Consumer,Home & Kitchen,Chef Knife Set,3,92.43,5%,263.43,158.54,No
ORD-102528,CUST-10812,marlow.adeyemi811@example.com,2023-12-05,South,Wholesale,Consumer,Electronics,Laptop Pro 14,7,1343.31,20%,7522.54,7154.81,No
ORD-102471,CUST-10760,wren.sandoval759@example.com,2023-11-26,West,Retail Store,Small Business,Furniture,Standing Desk,1,544.19,5%,516.98,307.97,No
ORD-100027,CUST-10003,casey.adeyemi2@example.com,2022-07-06,East,Wholesale,Small Business,Office Supplies,Premium Notebook Pack,48,23.97,15%,977.98,522.45,No
ORD-104134,CUST-11376,quinn.iversen1375@example.com,2024-10-01,East,Online,Small Business,Home & Kitchen,Espresso Machine,4,451.53,0%,1806.12,1047.13,No
ORD-102534,CUST-10775,peyton.takahashi774@example.com,2023-12-05,East,Online,Enterprise,Home & Kitchen,Espresso Machine,1,442.78,5%,420.64,275.74,No
ORD-102108,CUST-10628,indigo.lindqvist627@example.com,"Sep 30, 2023",North,Wholesale,Consumer,Office Supplies,Gel Pen Set,35,12.25,10%,385.88,187.43,No
ORD-101492,CUST-10244,devon.moreau243@example.com,2023-05-23,South,Retail Store,Enterprise,Electronics,Laptop Pro 14,3,1208.8,5%,3445.08,2950.5,No
ORD-104744,CUST-11347,harper.haddad1346@example.com,2024-12-26,North,Online,Consumer,Furniture,Standing Desk,1,536.85,5%,510.01,290.02,Yes
ORD-101544,CUST-10436,quinn.bianchi435@example.com,2023-06-03,West,Online,Small Business,Electronics,Smart Watch,2,226.19,10%,$407.14,370.55,No
ORD-104263,CUST-11419,tatum.kowalski1418@example.com,"Oct 24, 2024",North,Wholesale,Enterprise,Office Supplies,Premium Notebook Pack,80,24.88,5%,1890.88,829.12,No
ORD-101053,CUST-10364,devon.takahashi363@example.com,2023-02-10,East,Wholesale,Consumer,Office Supplies,Premium Notebook Pack,20,24.23,15%,411.91,208.82,No
ORD-103409,CUST-10771,linden.takahashi770@example.com,2024-05-28,West,Wholesale,Consumer,Electronics,4K Monitor,24,394.73,15%,"$8,052.49",6678.93,No
ORD-103427,CUST-11135,peyton.rossi1134@example.com,2024-05-30,South,Wholesale,Consumer,Office Supplies,Premium Notebook Pack,48,24.04,5%,1096.22,503.48,No
ORD-101520,CUST-10523,casey.gallagher522@example.com,2023-05-29,West,Retail Store,Consumer,Home & Kitchen,Chef Knife Set,1,86.84,5%,$82.50,52.42,No
ORD-102155,CUST-10665,ellis.nakamura664@example.com,2023-10-09,North,Online,Consumer,Office Supplies,Desk Organizer,13,33.4,15%,369.07,205.26,No
ORD-100255,CUST-10075,peyton.dubois74@example.com,2022-08-31,West,Online,Small Business,Electronics,Smart Watch,2,231.85,0%,$463.70,383.62,No
ORD-100732,CUST-10219,tatum.kowalski218@example.com,2022-12-07,South,Wholesale,Consumer,Electronics,Laptop Pro 14,12,1224.03,5%,13953.94,12811.42,Yes
ORD-100585,CUST-10144,devon.haddad143@example.com,2022-11-13,West,Online,Consumer,Electronics,Smart Watch,4,246.71,0%,$986.84,800.77,No
ORD-104164,CUST-11171,linden.takahashi1170@example.com,2024-10-06,West,Retail Store,Enterprise,Electronics,Laptop Pro 14,4,1234.84,0%,4939.36,3861.67,No
ORD-102375,CUST-10740,wren.rossi739@example.com,2023-11-15,North,Online,Small Business,Electronics,Laptop Pro 14,4,1248.89,10%,4496.00,3983.04,No
ORD-101667,CUST-10447,harper.castillo446@example.com,2023-06-24,North,Online,Enterprise,Furniture,Standing Desk,2,538.51,0%,1077.02,610.79,Yes
ORD-102296,CUST-10394,oakley.vasquez393@example.com,2023-11-03,South,Wholesale,Enterprise,Office Supplies,Desk Organizer,72,35.84,5%,2451.46,1121.04,No
ORD-101570,CUST-10499,tatum.eriksen498@example.com,2023-06-07,West,Retail Store,Consumer,Home & Kitchen,Air Fryer,3,136.35,0%,$409.05,240.23,No
ORD-102421,CUST-10744,devon.sandoval743@example.com,2023-11-20,West,Retail Store,Consumer,Office Supplies,Gel Pen Set,7,11.82,0%,82.74,38.42,No
ORD-102289,CUST-10628,indigo.lindqvist627@example.com,"Nov 03, 2023",East,Online,Consumer,Office Supplies,Premium Notebook Pack,16,22.97,15%,312.39,178.21,No
ORD-101427,CUST-10303,casey.pereira302@example.com,"May 07, 2023",East,Online,Consumer,Furniture,Standing Desk,1,582.55,10%,524.29,295.73,Yes
ORD-101770,CUST-10579,tatum.iversen578@example.com,2023-07-17,North,Online,Consumer,Furniture,Ergo Office Chair,3,282.0,0%,$846.00,471.04,No
ORD-100070,CUST-10014,oakley.adeyemi13@example.com,"Jul 19, 2022",West,Retail Store,Consumer,Electronics,Laptop Pro 14,3,1282.71,5%,3655.72,3032.72,No
ORD-104322,CUST-11303,casey.fontaine1302@example.com,"Nov 04, 2024",east,Retail Store,Small Business,Home & Kitchen,Chef Knife Set,1,94.63,5%,89.90,,No
ORD-101882,CUST-10347,harper.sandoval346@example.com,2023-08-14,North,Online,Consumer,Home & Kitchen,Espresso Machine,2,423.67,10%,$762.61,519.64,No
ORD-103292,CUST-10852,marlow.castillo851@example.com,2024-05-03,North,Retail Store,Consumer,Home & Kitchen,Air Fryer,3,139.49,5%,397.55,250.64,No
ORD-101628,CUST-10501,avery.fontaine500@example.com,2023-06-17,East,Retail Store,Small Business,Electronics,Laptop Pro 14,4,1330.01,0%,"$5,320.04",4148.05,No
ORD-103569,CUST-11115,peyton.pereira1114@example.com,2024-06-27,North,Online,Consumer,Furniture,Bookshelf,3,162.23,0%,486.69,261.71,No
ORD-102489,CUST-10772,marlow.takahashi771@example.com,2023-11-29,West,Retail Store,Consumer,Furniture,Standing Desk,2,548.2,10%,986.76,586.68,Yes
ORD-102504,CUST-10503,casey.fontaine502@example.com,"Nov 30, 2023",North,Online,Consumer,Electronics,4K Monitor,2,388.9,10%,$700.02,588.54,No
ORD-102813,CUST-10771,linden.takahashi770@example.com,2024-01-22,South,Retail Store,Small Business,Furniture,Ergo Office Chair,2,306.33,10%,551.39,321.64,No
ORD-104562,CUST-11564,devon.takahashi1563@example.com,2024-12-03,East,Online,Enterprise,Home & Kitchen,Air Fryer,2,143.76,10%,$258.77,171.37,No
ORD-104344,CUST-11454,oakley.moreau1453@example.com,"Nov 07, 2024",SOUTH,Online,Enterprise,Furniture,Standing Desk,3,533.54,5%,"$1,520.59",924.68,No
ORD-102650,CUST-10859,tatum.castillo858@example.com,2023-12-21,West,Retail Store,Small Business,Home & Kitchen,Air Fryer,2,139.45,0%,278.90,170.54,No
ORD-100110,CUST-10011,linden.adeyemi10@example.com,"Jul 28, 2022",North,Retail Store,Consumer,Electronics,Wireless Earbuds,1,130.61,0%,130.61,97.55,No
ORD-102084,CUST-10553,noor.haddad552@example.com,2023-09-25,East,Retail Store,Enterprise,Home & Kitchen,Espresso Machine,4,438.8,0%,1755.20,1091.0,Yes
ORD-101176,CUST-10008,indigo.adeyemi7@example.com,2023-03-16,North,Online,Consumer,Home & Kitchen,Chef Knife Set,4,85.79,5%,326.00,217.28,No
ORD-102649,CUST-10511,linden.fontaine510@example.com,2023-12-21,West,Wholesale,Small Business,Electronics,Wireless Earbuds,20,121.52,10%,"$2,187.36",2072.66,No
ORD-101613,CUST-10338,sasha.rossi337@example.com,2023-06-14,North,Retail Store,Consumer,Office Supplies,Premium Notebook Pack,14,23.34,0%,$326.76,154.39,No
ORD-100554,CUST-10129,jules.gallagher128@example.com,2022-11-08,North,Online,Small Business,Furniture,Bookshelf,1,157.39,0%,157.39,84.68,Yes
ORD-102179,CUST-10457,rowan.castillo456@example.com,2023-10-12,East,Retail Store,Small Business,Electronics,Laptop Pro 14,2,1309.92,5%,2488.85,2064.73,No
ORD-104240,CUST-11102,blair.pereira1101@example.com,2024-10-20,North,Online,Consumer,Furniture,Standing Desk,1,497.11,0%,497.11,298.16,No
ORD-101426,CUST-10415,peyton.adeyemi414@example.com,2023-05-07,South,Online,Consumer,Electronics,Wireless Earbuds,2,122.72,10%,220.90,197.83,No
ORD-101048,CUST-10284,devon.okafor283@example.com,2023-02-09,West,Online,Small Business,Office Supplies,Desk Organizer,6,35.17,5%,$200.47,97.2,No
ORD-102100,CUST-10648,indigo.moreau647@example.com,2023-09-28,South,Online,Consumer,Office Supplies,Gel Pen Set,6,11.81,5%,$67.32,31.22,No
ORD-103721,CUST-11232,marlow.bianchi1231@example.com,2024-07-20,South,Online,Enterprise,Home & Kitchen,Espresso Machine,1,413.98,5%,393.28,274.63,No
ORD-103801,CUST-10986,frankie.jensen985@example.com,2024-08-03,West,Wholesale,Small Business,Furniture,Bookshelf,16,154.24,10%,"$2,221.06",1400.85,No
ORD-100178,CUST-10039,tatum.bianchi38@example.com,2022-08-14,East,Wholesale,Enterprise,Furniture,Bookshelf,10,162.23,0%,1622.30,842.5,No
ORD-102727,CUST-10881,avery.eriksen880@example.com,2023-12-31,West,Retail Store,Small Business,Home & Kitchen,Air Fryer,4,146.71,0%,$586.84,334.84,No
ORD-104306,CUST-11437,rowan.lindqvist1436@example.com,2024-11-01,East,Wholesale,Small Business,Home & Kitchen,Espresso Machine,24,428.81,5%,9776.87,6314.88,No
ORD-101874,CUST-10627,harper.lindqvist626@example.com,2023-08-11,North,Online,N/A,Furniture,Standing Desk,3,517.29,5%,"$1,474.28",889.66,No
ORD-100734,CUST-10238,sasha.lindqvist237@example.com,2022-12-07,East,Retail Store,Enterprise,Electronics,Smart Watch,2,255.92,0%,$511.84,375.8,No
ORD-104276,CUST-11380,wren.iversen1379@example.com,2024-10-27,West,Retail Store,Consumer,Furniture,Bookshelf,2,164.42,0%,328.84,179.46,No
ORD-101363,CUST-10467,harper.dubois466@example.com,2023-04-24,North,Retail Store,Small Business,Electronics,4K Monitor,2,385.75,10%,694.35,585.5,Yes
ORD-104460,CUST-11363,casey.iversen1362@example.com,2024-11-20,North,Online,Consumer,Office Supplies,Desk Organizer,9,34.39,5%,$294.03,142.04,No
ORD-102154,CUST-10626,frankie.lindqvist625@example.com,2023-10-09,East,Retail Store,Enterprise,Electronics,Smart Watch,3,233.36,5%,$665.08,570.15,No
ORD-104682,CUST-11371,linden.iversen1370@example.com,2024-12-19,West,Wholesale,Small Business,Office Supplies,Premium Notebook Pack,128,24.26,5%,2950.02,1413.97,No
